author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Anwar Sadat,Wapres: Rekonstruksi Kasus Brigadir J Sudah Sesuai Keinginan Presiden,"Wapres RI Ma'ruf Amin mengatakan, rekonstruksi perkara dugaan pembunuhan berencana terhadap Brigadir J sudah sesuai dengan apa yang diinginkan oleh Presiden Jokowi.",https://www.viva.co.id/berita/nasional/1515345-wapres-rekonstruksi-kasus-brigadir-j-sudah-sesuai-keinginan-presiden,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/20/6300ec5383a6f-wakil-presiden-ri-ma-ruf-amin_665_374.jpg,2022-08-30T17:06:02Z,"VIVA Nasional  Wakil Presiden Ma'ruf Amin mengatakan rekonstruksi perkara dugaan pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J di Komplek Polri, Duren Tiga, Jakarta Selata… [+1274 chars]",NA,Viva.co.id
Agus Rahmat,Ditjen Imigrasi Cekal Putri Candrawathi ke Luar Negeri,"Putri Candrawathi, istri Irjen Ferdy Sambo, adalah salah satu tersangka kasus pembunuhan terhadap Brigadir J. Putri belum ditahan dengan alasan kesehatan.",https://www.viva.co.id/berita/nasional/1515338-ditjen-imigrasi-cekal-putri-candrawathi-ke-luar-negeri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d8ef098bc2-istri-ferdy-sambo-putri-candrawathi-dalam-rekonstruksi_665_374.jpeg,2022-08-30T16:18:02Z,"VIVA Nasional  Istri Ferdy Sambo yang juga salah satu tersangka kasus pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J, Putri Candrawathi dicekal untuk berpergian ke luar neg… [+1266 chars]",NA,Viva.co.id
Agus Rahmat,"Geger Isu Hubungan Intim Kuat Maruf dan Putri Candrawathi, Benarkah?",Pengacara dari Putri Candrawathi atau PC angkat bicara terkait isu hubungan intim Kuat Maruf dengan kliennya.,https://www.viva.co.id/berita/nasional/1515332-geger-isu-hubungan-intim-kuat-maruf-dan-putri-candrawathi-benarkah,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/10/62f2a33e7d3c4-kuasa-hukum-irjen-ferdy-sambo-dan-istrinya-pc-arman-hanis_665_374.jpg,2022-08-30T16:00:03Z,"VIVA Nasional  Pengacara Putri Chandrawati (PC), Arman Hanis, membantah adanya kabar kliennya melakukan hubungan intim dengan asisten rumah tangga Irjen Ferdy Sambo yakni Kuat Maruf atau KM. Kini, KM… [+1322 chars]",NA,Viva.co.id
Agus Rahmat,Pengacara Bantah Kabar PC Hubungan Intim dengan Kuat Maruf,"Pengacara dari Putri Chandrawati atau PC, membantah kliennya tersebut melakukan hubungan dengan Kuat Maruf dalam kasus pembunuhan Brigadir J.",https://www.viva.co.id/berita/nasional/1515332-pengacara-bantah-kabar-pc-hubungan-intim-dengan-kuat-maruf,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/10/62f2a33e7d3c4-kuasa-hukum-irjen-ferdy-sambo-dan-istrinya-pc-arman-hanis_665_374.jpg,2022-08-30T16:00:03Z,"VIVA Nasional  Pengacara Putri Chandrawati (PC), Arman Hanis, membantah adanya kabar kliennya melakukan hubungan intim dengan asisten rumah tangga Irjen Ferdy Sambo yakni Kuat Maruf atau KM. Kini, KM… [+1322 chars]",NA,Viva.co.id
Syahrul Ansyari,LPSK Berharap Kasus Brigadir J Terang Benderang Usai Rekonstruksi,Rekonstruksi pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J rampung dilaksanakan. Proses rekonstruksi ini digelar di tiga tempat berbeda.,https://www.viva.co.id/berita/nasional/1515331-lpsk-berharap-kasus-brigadir-j-terang-benderang-usai-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/15/62fa24e690fcf-wakil-ketua-lpsk-susilaningtias_665_374.jpg,2022-08-30T15:22:38Z,"VIVA Nasional -Rekonstruksipembunuhan berencana Brigadir Yoshua Hutabarat atau Brigadir J dilaksanakan pada hari ini Selasa, 30 Agustus 2022. Acara rekonstruksi tersebut dilakukan pada pukul 10.00 WI… [+566 chars]",NA,Viva.co.id
Syahrul Ansyari,Komnas HAM Selesaikan Laporan Kasus Pembunuhan Brigadir J Pekan Ini,"Kami menginginkan semua keterangan atau bukti fakta dari semua pihak diuji di pengadilan, termasuk dari Komnas HAM.",https://www.viva.co.id/berita/nasional/1515329-komnas-ham-selesaikan-laporan-kasus-pembunuhan-brigadir-j-pekan-ini,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/15/62fa63e3919ff-komisioner-komnas-ham-choirul-anam-kiri-didamping-rekan-sesama-komisioner-be_665_374.jpg,2022-08-30T15:05:50Z,"VIVA Nasional - Komisioner Komnas HAM, Beka Ulung Hapsara, mengatakan pihaknya akan menyelesaikan laporan terkait kasus pembunuhan berencana Brigadir J atau Nofriansyah Yosua Hutabarat dengan tersang… [+496 chars]",NA,Viva.co.id
"Laily Rahmawaty, Suharto",Brigadier J murder: Police extend suspects' detention by 40 days,"The National Police's Criminal Investigation Department (Bareskrim) has extended the detention of suspects in the premeditated murder of Brigadier Nofriansyah Yosua Hutabarat, or Brigadier J, by another 40 days.
""It ...",https://en.antaranews.com/news/247169/brigadier-j-murder-police-extend-suspects-detention-by-40-days,https://cdn.antaranews.com/cache/800x533/2022/08/30/antarafoto-rekonstruksi-pembunuhan-brigadir-j-300822-app-1_1.jpg,2022-08-30T15:02:56Z,"Jakarta (ANTARA) - The National Police's Criminal Investigation Department (Bareskrim) has extended the detention of suspects in the premeditated murder of Brigadier Nofriansyah Yosua Hutabarat, or B… [+1651 chars]",NA,Antaranews.com
Agus Rahmat,"Hadir di Rekonstruksi Brigadir J, Komnas HAM: Tak Ada Hambatan","Bagi Komnas HAM, rekonstruksi pembunuhan Brigadir J atau Nofriansyah Yosua Hutabarat, yang menghadirkan para tersangka, sudah sangat baik.",https://www.viva.co.id/berita/nasional/1515309-hadir-di-rekonstruksi-brigadir-j-komnas-ham-tak-ada-hambatan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d8e7c201d3-komnas-ham-tiba-di-lokasi-rekonstruksi-di-rumah-ferdy-sambo-di-saguling_665_374.jpg,2022-08-30T13:48:02Z,"VIVA Nasional  Komisioner Komisi Nasional Hak Asasi Manusia atau Komnas HAM, M.Choirul Anam mengatakan tidak ada hambatan selama mengikuti proses rekonstruksi kasus pembunuhan Brigadir J atau Nofrian… [+1474 chars]",NA,Viva.co.id
Syahrul Ansyari,Bareskrim Perpanjang Masa Penahanan Ferdy Sambo,"Direktur Tindak Pidana Umum Bareskrim Polri, Brigjen Andi Rian Djajadi, mengatakan penyidik telah memperpanjang masa penahanan Sambo selama 20 hari ke depan.",https://www.viva.co.id/berita/nasional/1515283-bareskrim-perpanjang-masa-penahanan-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-30T12:33:16Z,"VIVA Nasional - Penyidik Direktorat Tindak Pidana Umum Bareskrim Polri memperpanjang masa penahanan mantan Kepala Divisi Propam Polri, Irjen Ferdy Sambo, tersangka kasus pembunuhan berencana terhadap… [+513 chars]",NA,Viva.co.id
Chandra Simarmata,"DETIK-DETIK Brigadir J Tewas, Sempat Memohon di Depan Bharada E Sebelum Ditembak, Ada Ferdy Sambo - Tribun-medan.com","DETIK-DETIK Adegan saat Brigadir J Tewas, Awalnya Memohon di Depan Bharada E Agar tak ditembak, Ada Ferdy Sambo Dalam Rekonstruksi.",https://medan.tribunnews.com/2022/08/30/detik-detik-brigadir-j-tewas-sempat-memohon-di-depan-bharada-e-sebelum-ditembak-ada-ferdy-sambo,https://t-2.tstatic.net/medan/foto/bank/images/Sambo-Brigadir-J-dan-Bharada-E.jpg,2022-08-30T12:28:40Z,"TRIBUN-MEDAN.COM - Kematian tragis Brigadir J kini coba dikuak lewat proses rekonstruksi pembunuhan ajudan Ferdy Sambo tersebut.
Seperti diketahui, Rekonstruksi kasus pembunuhan Brigadir Nofriansyah… [+1171 chars]",NA,Tribunnews.com
Hanggianto Martyas Laksono,"Ada Mobil Tempur di Dekat Rumah Ferdy Sambo, Ini Spesifikasinya","Mobil tempur yang berada di area rumahnya Ferdy Sambo itu DAPC-2 Wolf, yang dioperasikan oleh Korps Brimob yang dijuluki Promoter.",https://www.viva.co.id/otomotif/mobil/1515217-ada-mobil-tempur-di-dekat-rumah-ferdy-sambo-ini-spesifikasinya,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d78df0d676-mobil-brimob-pembawa-ferdy-sambo-untuk-reka-ulang-pembunuhan-brigadir-j_665_374.jpg,2022-08-30T11:38:02Z,"VIVA Otomotif  Gelar kejadian pembunuhan Brigadir J tengah berlangsung di rumah pribadi dan rumah dinas, Irjen Ferdy Sambo di Saguling dan Duren Tiga pada hari ini, Selasa 30 Agustus 2022. 
Dalam pe… [+884 chars]",NA,Viva.co.id
Lis Yuliawati,"Digelar 7,5 Jam, Rekonstruksi Pembunuhan Brigadir J Rampung","Seluruh rangkaian rekonstruksi kasus pembunuhan Brigadir J telah diadegankan di tiga TKP yaitu, dua TKP asli dan satu TKP pengganti.",https://www.viva.co.id/berita/nasional/1515265-digelar-7-5-jam-rekonstruksi-pembunuhan-brigadir-j-rampung,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dcc3bb0fdf-irjen-ferdy-sambo-jalani-rekonstruksi-pembunuhan-brigadir-j_665_374.jpeg,2022-08-30T11:32:04Z,VIVA Nasional  Rekonstruksipembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J rampung dilaksanakan. Proses rekonstruksi ini digelar di tiga tempat berbeda mulai pukul 10.00 WIB hingga pu… [+1237 chars],NA,Viva.co.id
Dedy Priatmojo,Tampak Kritik Kompolnas Digaji Puluhan Juta Tapi Tak Becus Awasi Polri,Tampak mengkritik kelembagaan Kompolnas yang tidak memenuhi syarat sebagai lembaga pengawas Kepolisian,https://www.viva.co.id/berita/nasional/1515255-tampak-kritik-kompolnas-digaji-puluhan-juta-tapi-tak-becus-awasi-polri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/15/62f9ffb7bec6c-koordinator-tampak-roberth-keytimudi_665_374.jpg,2022-08-30T11:25:30Z,"VIVA Nasional  Juru Bicara Tim Advokat Penegakan Hukum dan Keadilan (TAMPAK) Sandi E Situngkir menyebut Kompolnas yang beranggotakan Menkopolhukam, Menkumham, Mendagri dan lainnya, hampir tidak memen… [+852 chars]",NA,Viva.co.id
Edwan Ruriansyah,INFOGRAFIK: Ferdy Sambo Pakai Baju Tahanan di Rekonstruksi Ulang,Tim khusus bentukan Kapolri Jenderal Listyo Sigit Prabowo menggelar rekonstruksi ulang pembunuhan Brigadir Nofriyansyah Hutabarat (Brigadir J) oleh Ferdy Sambo cs.,https://www.viva.co.id/berita/nasional/1515264-infografik-ferdy-sambo-pakai-baju-tahanan-di-rekonstruksi-ulang,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630df1e4dd7a5-rekonstruksi-ulang-pembunuhan-brigadir-j_665_374.jpg,2022-08-30T11:23:58Z,"VIVA  Tim khusus (Timsus) bentukan Kapolri Jenderal Listyo Sigit Prabowo menggelar rekonstruksi ulang pembunuhan Brigadir Nofriyansyah Hutabarat (Brigadir J) oleh Ferdy Sambo cs, Selasa 30 Agustus 20… [+831 chars]",NA,Viva.co.id
Lis Yuliawati,Momen Putri Candrawathi Pegang Tangan Sambo Saat Keluar Rumah Dinas,Putri Candrawathi juga turut memasangkan masker ke Sambo sebelum memasuki adegan akhir rekonstruksi pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1515258-momen-putri-candrawathi-pegang-tangan-sambo-saat-keluar-rumah-dinas,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-30T11:21:50Z,"VIVA Nasional  Ada satu momen khusus yang terjadi antara Putri Candrawathi dan sang suami, Irjen Ferdy Sambo dalam rekonstruksi pembunuhan Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J, di rum… [+968 chars]",NA,Viva.co.id
Yunisa Herawati,Mobil Ini Jadi Saksi Rekonstruksi Pembunuhan Brigadir J,"Rekonstruksi pembunuhan Brigadir Yoshua Hutabarat alias Brigadir J, hari ini digelar di dua lokasi di Jakarta.",https://www.viva.co.id/otomotif/mobil/1515250-mobil-ini-jadi-saksi-rekonstruksi-pembunuhan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630deb467df86-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-30T10:52:38Z,"VIVA Otomotif  Rekonstruksi pembunuhan Brigadir Yoshua Hutabarat alias Brigadir J, hari ini digelar di rumah pribadi dan rumah dinas Irjen Ferdy Sambo, di Jalan Saguling dan Duren Tiga, Jakarta Selat… [+970 chars]",NA,Viva.co.id
Dedy Priatmojo,Ayah Brigadir J Kecewa Pengacara Tak Boleh Saksikan Rekonstruksi,"Ayah Brigadir J, Samuel Hutabarat mengaku kecewa dengan pihak Kepolisian karena pihak pengacara keluarga dilarang menyaksikan rekonstruksi",https://www.viva.co.id/berita/nasional/1515238-ayah-brigadir-j-kecewa-pengacara-tak-boleh-saksikan-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/09/62f27c3ed5031-ayah-brigadir-j-samuel-hutabarat_665_374.jpg,2022-08-30T10:29:35Z,"VIVA Nasional  Ayah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J, Samuel Hutabarat mengaku kecewa dengan pihak Kepolisian karena pihak pengacara keluarga Brigadir J, Kamaruddin Simanjuntak t… [+1176 chars]",NA,Viva.co.id
Hardani Triyoga,Anggota DPR Harap Rekonstruksi Kasus Sambo Sesuai Temuan Penyidikan,Rekonstruksi kasus pembunuhan Brigadir J digelar dengan hadirkan lima tersangka yang salah satunya Ferdy Sambo.,https://www.viva.co.id/berita/politik/1515219-anggota-dpr-harap-rekonstruksi-kasus-sambo-sesuai-temuan-penyidikan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dccc15b0fd-irjen-ferdy-sambo-pakai-baju-tahanan_665_374.jpg,2022-08-30T10:16:02Z,VIVA Politik - Wakil Ketua Komisi III DPR RI Desmond J Mahesa berharap rekonstruksi kasus pembunuhan Nofriansyah Yosua Hutabarat alias Brigadir J sesuai temuan proses penyidikan. Kasys itu menyeret F… [+1018 chars],NA,Viva.co.id
Bayu Nugraha,"Usai Brigadir J Ditembak, Ferdy Sambo Tembakan Pistol ke Tembok",Rekonstruksi kasus pembunuhan Brigadir Nofryansyah Yoshua Hutabarat atau Brigadir J masih terus berlangsung.,https://www.viva.co.id/berita/nasional/1515227-usai-brigadir-j-ditembak-ferdy-sambo-tembakan-pistol-ke-tembok,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de062ca248-irjen-ferdy-sambo-menembakan-senjata-ke-tembok_665_374.jpeg,2022-08-30T10:08:07Z,"VIVA Nasional Rekonstruksi kasus pembunuhan Brigadir Nofryansyah Yoshua Hutabarat atau Brigadir J masih terus berlangsung. Kali ini, adegan demi adegan di reka ulang di rumah dinas mantan Kadiv Propa… [+1268 chars]",NA,Viva.co.id
Bayu Nugraha,"Detik-detik Bharada E Todongkan Pistol, Brigadir J Seperti Memohon",Rekonstruksi pembunuhan Brigadir J masih berlangsung. Kini sudah di lokasi rumah dinas Ferdy Sambo yang menjadi lokasi penembakan terhadap Brigadir J.,https://www.viva.co.id/berita/nasional/1515223-detik-detik-bharada-e-todongkan-pistol-brigadir-j-seperti-memohon,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dd9f42f88a-rekonstruksi-bharada-e-todongkan-senjata-ke-brigadir-j_665_374.jpg,2022-08-30T09:58:02Z,"VIVA Nasional Rekonstruksi kasus pembunuhan Brigadir Nofryansyah Yoshua Hutabarat atau Brigadir J masih terus berlangsung. Kali ini, adegan demi adegan direka ulang di rumah dinas mantan Kadiv Propam… [+1128 chars]",NA,Viva.co.id
Surya Aditiya,Warganet Sorot Gestur Ferdy Sambo: Sombong dan Angkuh,"Banyak warganet di media sosial menyorot gestur Ferdy Sambo saat tampil hadiri rekonstruksi. mereka menganggapnya angkuh, dan tidak memiliki rasa penyesalan.",https://www.viva.co.id/trending/1515162-warganet-sorot-gestur-ferdy-sambo-sombong-dan-angkuh,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d942c65a23-irjen-ferdy-sambo-pakai-baju-tahanan_665_374.jpg,2022-08-30T09:13:52Z,"VIVA Trending  Rekonstruksi ulang kasus pembunuhan berencana terhadap Brigadir J yang dilakukan hari ini sejak pukul 10.00 WIB di TKP Jalan Saguling dan TKP Duren Tiga, Pancoran, Jakarta Selatan, ten… [+1000 chars]",NA,Viva.co.id
Syahrul Ansyari,Brigjen Andi Rian: Sambo dan Putri Tolak Peragakan Adegan Tertentu,"Namun, Andi Rian tidak menjelaskan lebih rinci kenapa tersangka Sambo dan Putri menolak untuk memperagakan sejumlah adegan sehingga diganti oleh pemeran pengganti.",https://www.viva.co.id/berita/nasional/1515196-brigjen-andi-rian-sambo-dan-putri-tolak-peragakan-adegan-tertentu,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9d84336d6-ferdy-sambo-dan-putri-candrawathi-dalam-rekonstruksi-pembunuhan-brigadir-j_665_374.jpeg,2022-08-30T09:13:24Z,"VIVA Nasional - Direktur Tindak Pidana Umum Bareskrim Polri, Brigjen Andi Rian Djajadi, mengatakan ada sejumlah adegan Irjen Ferdy Sambo dan Putri Candrawathi (PC) diperankan oleh pemeran pengganti d… [+501 chars]",NA,Viva.co.id
Dedy Priatmojo,"Dugaan Kuat Komnas HAM Brigadir J Lecehkan Putri, Minta Bareskrim Usut","Komnas HAM menduga kuat motif awal pembunuhan Brigadir J dipicu adanya pelecehan seksual yang dilakukan Brigadir J ke istri Ferdy Sambo, Putri Candrawathi",https://www.viva.co.id/berita/nasional/1516232-dugaan-kuat-komnas-ham-brigadir-j-lecehkan-putri-minta-bareskrim-usut,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/05/62ece969973f5-komisioner-komnas-ham-beka-ulung-hapsara-kanan_665_374.jpg,2022-09-01T17:02:02Z,"VIVANasional Komisioner Komisi Nasional Hak Asasi Manusia (Komnas HAM) Beka Ulung Hapsara, menyatakan pihaknya menduga kuat adanya peristiwa kekerasan seksual yang menjadi awal terjadinya pembunuhan … [+1192 chars]",NA,Viva.co.id
Syahrul Ansyari,Investigasi Komnas HAM: Brigadir J Lecehkan Putri di Magelang,"Komisioner Komnas HAM, Choirul Anam, mengatakan mulanya memang terjadi satu peristiwa diduga pelecehan seksual yang dilakukan Brigadir J terhadap istri Ferdy Sambo.",https://www.viva.co.id/berita/nasional/1516234-investigasi-komnas-ham-brigadir-j-lecehkan-putri-di-magelang,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/25/62de97693c019-komisioner-komnas-ham-m-choirul-anam_665_374.jpg,2022-09-01T15:33:15Z,VIVA Nasional - Komisi Nasional Hak Asasi Manusia mengungkap secara gamblang detik-detik rencana pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. Rencana tersebut juga tercantum dalam… [+792 chars],NA,Viva.co.id
Siti Ruqoyah,Kabar Terbaru soal Banding Ferdy Sambo Setelah Dipecat Polri,"Kepala Divisi Propam Polri, Irjen Syahardiantono mengatakan Propam belum menerima memori banding terkait hasil keputusan sidang kode etik Irjen Ferdy Sambo.",https://www.viva.co.id/berita/nasional/1516229-kabar-terbaru-soal-banding-ferdy-sambo-setelah-dipecat-polri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/28/630b762c7e27e-irjen-ferdy-sambo_665_374.jpg,2022-09-01T15:26:07Z,"VIVA Nasional  Kepala Divisi Propam Polri, Irjen Syahardiantono mengatakan Divisi Propam belum menerima memori banding terkait hasil keputusan sidang kode etik profesi Polri (KKEP) dari Irjen Ferdy S… [+903 chars]",NA,Viva.co.id
Siti Ruqoyah,Gayus Minta Ini ke Hakim yang Adili Kasus ferdy Sambo,Gayus Lumbuun mengatakan hakim yang menangani kasus pembunuhan Brigadir Jdengan terdakwa Ferdy Sambo Cs harus bisa memisahkan antatra harapan warga dan keadilan.,https://www.viva.co.id/berita/nasional/1516227-gayus-minta-ini-ke-hakim-yang-adili-kasus-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-09-01T15:14:16Z,"VIVA Nasional  Mantan Hakim Agung Mahkamah Agung, Profesor Gayus Lumbuun mengatakan hakim yang menangani kasus pembunuhan Brigadir J atau Nofriansyah Yosua Hutabarat dengan terdakwa Ferdy Sambo Cs ha… [+1015 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Ketua Komnas HAM soal Pelecehan Seks Istri Ferdy Sambo: Dia Bergeming,"Komnas HAM belum menutup kemungkinan bahwa Ferdy Sambo, Putri Candrawathi, memang mengalami pelecehan seksual, tetapi lokasinya tidak lagi di rumah dinas.",https://www.viva.co.id/berita/nasional/1516202-ketua-komnas-ham-soal-pelecehan-seks-istri-ferdy-sambo-dia-bergeming,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/29/630cd7ff4622e-ketua-komnas-ham-ahmad-taufan-damanik_665_374.jpg,2022-09-01T13:53:34Z,"VIVA Nasional  Komisi Nasional Hak Asasi Manusia (Komnas HAM) belum menutup kemungkinan bahwa istri Inspektur Jenderal Ferdy Sambo, Putri Candrawathi, memang mengalami pelecehan seksual. Padahal, pol… [+1640 chars]",NA,Viva.co.id
Syahrul Ansyari,Ferdy Sambo Jadi Tersangka Kasus Halangi Penyidikan Kasus Brigadir J,"Total tersangka dalam kasus menghalangi penyidikan ini ada tujuh orang. Selain Ferdy Sambo, masih ada enam orang lainnya.",https://www.viva.co.id/berita/nasional/1516201-ferdy-sambo-jadi-tersangka-kasus-halangi-penyidikan-kasus-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de734f3b11-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-09-01T13:48:52Z,"VIVA Nasional - Mantan Kepala Divisi Propam Polri, Irjen Ferdy Sambo, kembali ditetapkan sebagai tersangka kasus obstruction of justice atau menghalangi proses penyidikan pembunuhan berencana terhada… [+1021 chars]",NA,Viva.co.id
Syahrul Ansyari,Putri Candrawathi Dicekal ke Luar Negeri,Ia memastikan bila Putri Candrawathi itu tidak akan dapat bepergian ke luar negeri meski dengan berbagai cara.,https://www.viva.co.id/berita/nasional/1516188-putri-candrawathi-dicekal-ke-luar-negeri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/19/62ff2befa99b3-istri-irjen-ferdy-sambo-putri-candrawathi_665_374.jpg,2022-09-01T13:07:01Z,"VIVA Nasional - Istri dari mantan Kadiv Propam Polri Ferdy Sambo Putri, Candrawathi, telah dicekal ke luar nergeri. Penyekalan itu ditetapkan sejak Selasa, 23 Agustus 2022.
Terlibat Kasus Pembunuhan… [+473 chars]",NA,Viva.co.id
"Muhammad Zulfikar, Suharto",Brigadier J murder extra-judicial killing: rights body,"The murder of Brigadier J at the official residence of former chief of the National Police's professional and security division, Ferdy Sambo, was an extra-judicial killing, the National Commission on Human Rights (Komnas HAM) ...",https://en.antaranews.com/news/247521/brigadier-j-murder-extra-judicial-killing-rights-body,https://cdn.antaranews.com/cache/800x533/2022/09/01/20220901_134619.jpg,2022-09-01T13:03:52Z,"As we have mentioned earlier, the cause of his death was two gunshot wounds. One was on his chest and the other one on his head.
Jakarta (ANTARA) - The murder of Brigadier J at the official residenc… [+1922 chars]",NA,Antaranews.com
Syahrul Ansyari,Ferdy Sambo Cs Lakukan Ini untuk Dukung Skenario Pembunuhan Brigadir J,"Dalam narasi awal yang beredar, dijelaskan bahwa ada peristiwa diduga pelecehan seksual dilakukan Brigadir J terhadap istri Ferdy Sambo, Putri Candrawathi.",https://www.viva.co.id/berita/nasional/1516178-ferdy-sambo-cs-lakukan-ini-untuk-dukung-skenario-pembunuhan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-09-01T12:38:30Z,"VIVA Nasional - Komisi Nasional Hak Asasi Manusia mengungkap fakta baru dari hasil temuan investigasi kasus pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. Salah satunya, terkait den… [+725 chars]",NA,Viva.co.id
Lis Yuliawati,6 Anggota Polri Jadi Tersangka Halangi Penyidikan Kasus Brigadir J,Irjen Ferdy Sambo belum ditetapkan sebagai tersangka kasus obstruction of justice karena masih diperiksa terkait kasus pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1516166-6-anggota-polri-jadi-tersangka-halangi-penyidikan-kasus-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/06/30/62bd6b10b2663-kepala-divisi-humas-polri-irjen-pol-dedi-prasetyo_665_374.jpeg,2022-09-01T12:01:15Z,"VIVA Nasional  Tim Direktorat Tindak Pidana Siber Bareskrim Polri telah menetapkan enam orang tersangka obstruction of justice atau menghalangi proses penyidikan, dalam kasus pembunuhan Brigadir Nofr… [+1157 chars]",NA,Viva.co.id
Lis Yuliawati,Komnas HAM Dapatkan Foto-foto Kondisi TKP Usai Penembakan Brigadir J,Foto-foto tersebut berkaitan dengan kondisi tempat kejadian perkara penembakan Brigadir J di  rumah dinas mantan Kadiv Propam Irjen Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1516152-komnas-ham-dapatkan-foto-foto-kondisi-tkp-usai-penembakan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/25/62de9164c5bb4-komisioner-komnas-ham-choirul-anam_665_374.jpg,2022-09-01T11:33:11Z,"VIVA Nasional  Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengaku telah memegang banyak barang bukti berupa foto, terkait kasus pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. 
… [+1162 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Ketua Komnas HAM Beber Alasan Kasus Sambo Bukan Pelanggaran HAM Berat,"Kasus kematian Brigadir J yang melibatkan Irjen Ferdy Sambo tidak dapat dikategorikan sebagai pelanggaran HAM berat, menurut kesimpulan investigasi Komnas HAM.",https://www.viva.co.id/berita/nasional/1516139-ketua-komnas-ham-beber-alasan-kasus-sambo-bukan-pelanggaran-ham-berat,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/29/630cd8bead71b-ketua-komnas-ham-ahmad-taufan-damanik_665_374.jpg,2022-09-01T10:40:28Z,VIVA Nasional  Kasus kematian Brigadir Nofryansyah Yosua Hutabarat alias Brigadir J yang melibatkan mantan kepala Divisi Profesi dan Pengamanan Polri Inspektur Jenderal Ferdy Sambo tidak dapat dikate… [+1406 chars],NA,Viva.co.id
